"employee_id","absence_date","absence_type","absence_hours","paid_unpaid","department","manager"
"BLD-100169","2023-07-17","Late","2","Unpaid","Marketing","Vikram Ahmed"
"BLD-100169","2023-09-22","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2023-03-14","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2024-06-26","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2023-09-23","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2024-11-01","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2023-07-27","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2025-10-16","Unplanned","8","Unpaid","Marketing","Vikram Ahmed"
"BLD-100169","2024-12-11","Unplanned","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2023-10-02","Unplanned","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2025-12-10","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100169","2023-07-31","Late","3","Unpaid","Marketing","Vikram Ahmed"
"BLD-100169","2025-05-22","Unplanned","8","Unpaid","Marketing","Vikram Ahmed"
"BLD-100169","2024-10-21","Late","2","Unpaid","Marketing","Vikram Ahmed"
"BLD-100169","2023-07-17","Unplanned","8","Unpaid","Marketing","Vikram Ahmed"
"BLD-100170","2024-01-25","Late","3","Paid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2024-06-10","Sick","8","Paid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2024-01-10","Sick","8","Paid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2023-10-18","Unplanned","8","Unpaid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2023-07-18","Unplanned","8","Unpaid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2025-01-03","Late","1","Paid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2025-07-20","Other","8","Paid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100170","2024-04-10","Other","8","Unpaid","Sales & Distribution","Bishnu Al-Marri"
"BLD-100171","2025-05-26","Sick","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2024-03-17","Sick","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2024-12-10","Sick","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2023-04-17","Sick","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2023-02-01","Unplanned","8","Unpaid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2023-03-06","Unplanned","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100171","2023-06-21","Sick","8","Paid","Marketing","Yousef Al-Attiyah"
"BLD-100172","2024-05-27","Late","2","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2023-01-25","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2024-11-07","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2024-06-07","Late","1","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2024-04-23","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2023-07-24","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2023-08-23","Unplanned","8","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2024-10-09","Late","2","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2023-11-20","Unplanned","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2023-12-10","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2025-09-21","Unplanned","8","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2024-10-08","Unplanned","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2025-09-30","Late","3","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2025-04-24","Late","1","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2023-10-21","Late","3","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2023-12-15","Other","8","Unpaid","Procurement","Deepak Devi"
"BLD-100172","2024-10-14","Sick","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2025-08-30","Other","8","Paid","Procurement","Deepak Devi"
"BLD-100172","2023-02-14","Unplanned","8","Unpaid","Procurement","Deepak Devi"
"BLD-100173","2023-05-15","Unplanned","8","Unpaid","Marketing","Vikram Ahmed"
"BLD-100173","2023-07-16","Late","3","Paid","Marketing","Vikram Ahmed"
"BLD-100173","2023-01-01","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100173","2023-05-18","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100173","2023-05-13","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100173","2023-05-03","Sick","8","Paid","Marketing","Vikram Ahmed"
"BLD-100174","2024-03-26","Sick","8","Paid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2025-09-21","Unplanned","8","Paid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2024-12-29","Sick","8","Paid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2024-07-28","Late","1","Unpaid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2024-03-10","Sick","8","Paid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2025-02-20","Sick","8","Paid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2023-01-22","Unplanned","8","Unpaid","Engineering & Maintenance","Ravi Youssef"
"BLD-100174","2025-08-27","Unplanned","8","Unpaid","Engineering & Maintenance","Ravi Youssef"
"BLD-100175","2024-07-12","Unplanned","8","Unpaid","Farm Operations","Bikram Hassan"
"BLD-100175","2023-10-12","Late","3","Paid","Farm Operations","Bikram Hassan"
"BLD-100175","2024-06-15","Sick","8","Paid","Farm Operations","Bikram Hassan"
"BLD-100175","2023-03-19","Unplanned","8","Paid","Farm Operations","Bikram Hassan"
"BLD-100175","2023-08-28","Unplanned","8","Unpaid","Farm Operations","Bikram Hassan"
"BLD-100175","2024-02-25","Sick","8","Paid","Farm Operations","Bikram Hassan"
"BLD-100175","2024-07-30","Sick","8","Paid","Farm Operations","Bikram Hassan"
"BLD-100175","2023-10-29","Late","3","Paid","Farm Operations","Bikram Hassan"
"BLD-100176","2023-06-26","Sick","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2025-01-19","Unplanned","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2023-07-23","Sick","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2023-09-20","Unplanned","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2023-04-25","Unplanned","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2023-07-12","Unplanned","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100176","2025-09-09","Sick","8","Paid","Sales & Distribution","Suresh Hassan"
"BLD-100177","2025-06-22","Late","1","Unpaid","IT & Digital","Sameer Devi"
"BLD-100177","2025-08-31","Unplanned","8","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2023-07-13","Other","8","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2024-05-29","Late","3","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2024-09-03","Sick","8","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2023-07-08","Late","2","Unpaid","IT & Digital","Sameer Devi"
"BLD-100177","2024-08-11","Late","3","Unpaid","IT & Digital","Sameer Devi"
"BLD-100177","2025-06-26","Unplanned","8","Unpaid","IT & Digital","Sameer Devi"
"BLD-100177","2024-04-06","Late","1","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2025-12-06","Late","1","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2023-11-04","Sick","8","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2023-06-14","Unplanned","8","Unpaid","IT & Digital","Sameer Devi"
"BLD-100177","2025-01-10","Sick","8","Paid","IT & Digital","Sameer Devi"
"BLD-100177","2023-03-19","Unplanned","8","Unpaid","IT & Digital","Sameer Devi"
"BLD-100178","2024-05-24","Unplanned","8","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-03-26","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2024-05-11","Late","3","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2024-05-21","Unplanned","8","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-09-23","Late","1","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-07-31","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-07-26","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-05-05","Unplanned","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-09-02","Unplanned","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-12-21","Late","3","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-06-05","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2024-07-31","Unplanned","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2025-09-19","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-07-14","Unplanned","8","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-03-16","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-07-26","Unplanned","8","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2024-03-19","Unplanned","8","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-09-07","Other","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2024-12-13","Sick","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-07-22","Unplanned","8","Paid","People & Culture","Reem Ibrahim"
"BLD-100178","2023-05-06","Late","1","Unpaid","People & Culture","Reem Ibrahim"
"BLD-100179","2024-11-18","Late","1","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-01-04","Late","3","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-05-13","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2024-10-08","Unplanned","8","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-06-22","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-06-14","Unplanned","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-08-09","Unplanned","8","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-09-10","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-10-05","Late","1","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-03-16","Late","3","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-03-19","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-05-22","Late","2","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-01-20","Unplanned","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2023-05-17","Unplanned","8","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-12-23","Late","3","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2024-05-01","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-07-01","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-01-31","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2024-12-19","Late","1","Unpaid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100179","2025-01-27","Sick","8","Paid","Engineering & Maintenance","Omar Al-Sayed"
"BLD-100180","2023-04-22","Unplanned","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-05-17","Sick","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-01-11","Sick","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-03-23","Unplanned","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-09-28","Sick","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-06-20","Unplanned","8","Paid","Finance","Juan El-Sayed"
"BLD-100180","2023-07-28","Sick","8","Paid","Finance","Juan El-Sayed"
"BLD-100181","2025-09-09","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2023-08-26","Late","2","Unpaid","People & Culture","Juan Gurung"
"BLD-100181","2024-07-04","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2023-11-29","Unplanned","8","Unpaid","People & Culture","Juan Gurung"
"BLD-100181","2024-08-12","Late","1","Unpaid","People & Culture","Juan Gurung"
"BLD-100181","2023-09-29","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2024-12-17","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2024-11-02","Late","1","Paid","People & Culture","Juan Gurung"
"BLD-100181","2025-07-18","Late","3","Unpaid","People & Culture","Juan Gurung"
"BLD-100181","2024-07-12","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2023-01-22","Unplanned","8","Unpaid","People & Culture","Juan Gurung"
"BLD-100181","2024-08-26","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2025-10-04","Late","3","Paid","People & Culture","Juan Gurung"
"BLD-100181","2023-06-29","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2025-02-21","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2025-03-24","Sick","8","Paid","People & Culture","Juan Gurung"
"BLD-100181","2025-10-28","Unplanned","8","Paid","People & Culture","Juan Gurung"
"BLD-100182","2025-04-29","Sick","8","Paid","Production","Huda Abdullah"
"BLD-100182","2024-07-17","Sick","8","Paid","Production","Huda Abdullah"
"BLD-100183","2023-07-18","Sick","8","Paid","Production","Rajesh Mendoza"
"BLD-100183","2023-04-03","Sick","8","Paid","Production","Rajesh Mendoza"
"BLD-100183","2023-01-10","Late","3","Paid","Production","Rajesh Mendoza"
"BLD-100184","2023-12-16","Sick","8","Paid","Corporate & Executive Office","Rowena Pereira"
"BLD-100184","2023-03-06","Late","3","Paid","Corporate & Executive Office","Rowena Pereira"
"BLD-100184","2024-01-15","Sick","8","Paid","Corporate & Executive Office","Rowena Pereira"
"BLD-100184","2023-07-12","Unplanned","8","Unpaid","Corporate & Executive Office","Rowena Pereira"
"BLD-100184","2023-11-05","Late","1","Unpaid","Corporate & Executive Office","Rowena Pereira"
"BLD-100184","2023-09-11","Unplanned","8","Unpaid","Corporate & Executive Office","Rowena Pereira"
"BLD-100186","2024-02-03","Sick","8","Paid","People & Culture","Rowena Islam"
"BLD-100186","2023-12-29","Unplanned","8","Unpaid","People & Culture","Rowena Islam"
"BLD-100186","2023-04-11","Sick","8","Paid","People & Culture","Rowena Islam"
"BLD-100186","2023-02-27","Sick","8","Paid","People & Culture","Rowena Islam"
"BLD-100186","2024-07-06","Unplanned","8","Paid","People & Culture","Rowena Islam"
"BLD-100186","2024-07-25","Unplanned","8","Unpaid","People & Culture","Rowena Islam"
"BLD-100186","2023-10-30","Sick","8","Paid","People & Culture","Rowena Islam"
"BLD-100186","2024-01-30","Other","8","Unpaid","People & Culture","Rowena Islam"
"BLD-100187","2025-06-27","Unplanned","8","Unpaid","People & Culture","Reem Kapoor"
"BLD-100187","2023-08-21","Sick","8","Paid","People & Culture","Reem Kapoor"
"BLD-100187","2025-12-27","Sick","8","Paid","People & Culture","Reem Kapoor"
"BLD-100187","2023-01-18","Unplanned","8","Unpaid","People & Culture","Reem Kapoor"
"BLD-100187","2024-01-27","Late","1","Paid","People & Culture","Reem Kapoor"
"BLD-100187","2025-04-24","Unplanned","8","Unpaid","People & Culture","Reem Kapoor"
"BLD-100187","2025-05-12","Sick","8","Paid","People & Culture","Reem Kapoor"
"BLD-100187","2024-05-19","Sick","8","Paid","People & Culture","Reem Kapoor"
"BLD-100188","2024-05-16","Sick","8","Paid","Sales & Distribution","Tariq Islam"
"BLD-100188","2023-04-07","Sick","8","Paid","Sales & Distribution","Tariq Islam"
"BLD-100188","2025-01-03","Late","1","Paid","Sales & Distribution","Tariq Islam"
"BLD-100188","2024-09-14","Sick","8","Paid","Sales & Distribution","Tariq Islam"
"BLD-100188","2023-03-13","Late","3","Unpaid","Sales & Distribution","Tariq Islam"
"BLD-100188","2024-12-22","Unplanned","8","Unpaid","Sales & Distribution","Tariq Islam"
"BLD-100188","2025-03-30","Sick","8","Paid","Sales & Distribution","Tariq Islam"
"BLD-100189","2023-10-28","Late","3","Paid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-03-04","Sick","8","Paid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-03-24","Other","8","Unpaid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-01-14","Sick","8","Paid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-08-20","Other","8","Paid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-05-02","Unplanned","8","Paid","People & Culture","Bishnu Kapoor"
"BLD-100189","2023-04-07","Unplanned","8","Paid","People & Culture","Bishnu Kapoor"
"BLD-100190","2023-01-22","Unplanned","8","Unpaid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100190","2023-10-30","Sick","8","Paid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100190","2023-03-15","Late","1","Unpaid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100190","2023-02-18","Late","1","Unpaid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100190","2023-01-12","Unplanned","8","Paid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100191","2025-07-02","Sick","8","Paid","IT & Digital","Ahmed Al-Sayed"
"BLD-100191","2024-06-20","Unplanned","8","Unpaid","IT & Digital","Ahmed Al-Sayed"
"BLD-100191","2025-11-02","Other","8","Unpaid","IT & Digital","Ahmed Al-Sayed"
"BLD-100191","2025-07-20","Late","1","Unpaid","IT & Digital","Ahmed Al-Sayed"
"BLD-100191","2024-07-08","Unplanned","8","Unpaid","IT & Digital","Ahmed Al-Sayed"
"BLD-100191","2025-07-22","Unplanned","8","Unpaid","IT & Digital","Ahmed Al-Sayed"
"BLD-100192","2023-06-27","Sick","8","Paid","Finance","Ravi Malik"
"BLD-100192","2023-01-10","Unplanned","8","Unpaid","Finance","Ravi Malik"
"BLD-100192","2023-10-28","Other","8","Unpaid","Finance","Ravi Malik"
"BLD-100192","2023-10-03","Sick","8","Paid","Finance","Ravi Malik"
"BLD-100193","2025-02-06","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-04-26","Late","3","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-03-22","Unplanned","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2025-01-09","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-09-30","Unplanned","8","Unpaid","People & Culture","Cherry Reyes"
"BLD-100193","2023-05-30","Unplanned","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-12-10","Unplanned","8","Unpaid","People & Culture","Cherry Reyes"
"BLD-100193","2025-10-25","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-11-26","Late","2","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-06-06","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-08-02","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-06-16","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-05-05","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2025-02-10","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-12-11","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-03-14","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2025-01-25","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-08-22","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2023-08-08","Unplanned","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2024-01-19","Other","8","Unpaid","People & Culture","Cherry Reyes"
"BLD-100193","2023-10-27","Sick","8","Paid","People & Culture","Cherry Reyes"
"BLD-100193","2025-04-02","Unplanned","8","Unpaid","People & Culture","Cherry Reyes"
"BLD-100194","2023-09-27","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2024-07-29","Late","2","Unpaid","People & Culture","Sara Santos"
"BLD-100194","2023-04-07","Unplanned","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-04-04","Unplanned","8","Unpaid","People & Culture","Sara Santos"
"BLD-100194","2023-12-20","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2024-01-30","Unplanned","8","Unpaid","People & Culture","Sara Santos"
"BLD-100194","2024-07-10","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2024-12-04","Late","3","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-08-26","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2025-05-11","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-01-31","Unplanned","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-02-03","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-04-07","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2024-11-15","Late","3","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-10-24","Unplanned","8","Unpaid","People & Culture","Sara Santos"
"BLD-100194","2024-10-21","Sick","8","Paid","People & Culture","Sara Santos"
"BLD-100194","2023-01-22","Unplanned","8","Unpaid","People & Culture","Sara Santos"
"BLD-100195","2023-06-03","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-05-19","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-03-13","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-09-26","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-08-18","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-09-10","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2024-03-01","Unplanned","8","Unpaid","Production","Anil Mendoza"
"BLD-100195","2023-08-24","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-10-31","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-08-14","Unplanned","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-11-13","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-04-10","Sick","8","Paid","Production","Anil Mendoza"
"BLD-100195","2023-10-19","Unplanned","8","Paid","Production","Anil Mendoza"
"BLD-100196","2023-10-02","Unplanned","8","Unpaid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2023-10-12","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2024-03-17","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2025-10-01","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2025-08-27","Unplanned","8","Unpaid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2025-09-23","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2024-01-16","Unplanned","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2023-05-24","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2024-05-13","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2025-05-03","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2023-09-05","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2023-02-09","Unplanned","8","Unpaid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2025-10-03","Sick","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100196","2023-05-02","Unplanned","8","Paid","Quality Assurance & Food Safety","Waleed Baig"
"BLD-100197","2023-08-21","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-08-20","Other","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2025-09-30","Unplanned","8","Unpaid","IT & Digital","Mona Khan"
"BLD-100197","2025-10-18","Late","3","Unpaid","IT & Digital","Mona Khan"
"BLD-100197","2024-07-10","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-08-11","Unplanned","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-12-23","Unplanned","8","Unpaid","IT & Digital","Mona Khan"
"BLD-100197","2023-10-12","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-03-11","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2025-11-06","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2023-01-07","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-05-28","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2023-03-31","Unplanned","8","Paid","IT & Digital","Mona Khan"
"BLD-100197","2024-12-15","Late","3","Unpaid","IT & Digital","Mona Khan"
"BLD-100197","2024-03-11","Late","3","Paid","IT & Digital","Mona Khan"
"BLD-100197","2025-02-18","Sick","8","Paid","IT & Digital","Mona Khan"
"BLD-100198","2023-09-16","Other","8","Paid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100198","2023-03-22","Sick","8","Paid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100198","2023-03-04","Unplanned","8","Unpaid","Supply Chain & Logistics","Sanjay El-Sayed"
"BLD-100199","2023-09-08","Late","2","Unpaid","Farm Operations","Yousef Al-Attiyah"
"BLD-100199","2023-03-04","Unplanned","8","Unpaid","Farm Operations","Yousef Al-Attiyah"
"BLD-100199","2023-11-20","Unplanned","8","Unpaid","Farm Operations","Yousef Al-Attiyah"
"BLD-100200","2023-01-21","Sick","8","Paid","Quality Assurance & Food Safety","Rajesh Farouk"
"BLD-100201","2024-11-27","Unplanned","8","Unpaid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-11-30","Unplanned","8","Unpaid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-07-23","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-08-07","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-10-26","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2024-09-15","Late","3","Unpaid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-03-15","Unplanned","8","Unpaid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2023-08-10","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2024-05-16","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2024-09-04","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100201","2024-08-29","Sick","8","Paid","Supply Chain & Logistics","Mohamed Mansour"
"BLD-100202","2023-05-15","Sick","8","Paid","R&D","Anita Mansour"
"BLD-100202","2025-01-27","Sick","8","Paid","R&D","Anita Mansour"
"BLD-100202","2024-04-15","Sick","8","Paid","R&D","Anita Mansour"
"BLD-100202","2024-10-10","Unplanned","8","Paid","R&D","Anita Mansour"
"BLD-100202","2023-06-01","Late","1","Unpaid","R&D","Anita Mansour"
"BLD-100202","2023-08-10","Late","1","Paid","R&D","Anita Mansour"
"BLD-100202","2023-05-18","Late","2","Unpaid","R&D","Anita Mansour"
"BLD-100202","2024-05-22","Sick","8","Paid","R&D","Anita Mansour"
